QID1	Position	Q2_1	Q2_2	Q2_3	Q2_4	Q2_5	Q2_6	Q3_1	Q3_2	Q3_3	Q3_4	Q3_5	Q3_6	Q4_1	Q4_2	Q4_3	Q4_4	Q4_5	Q4_6	Q4_7	Comments	Gender	LGBTQ	UnderRep	Black	Asian	LatinX	MiddleEast	Native	HawaiiPI	White	Other	Ethnicity.text	Disability	Military	Academic_Class	Staff_wStudents	Faculty_rank	Faculty_appoint	Gender.exp	LGBTQ.text	Q18_1	Q18_2	Q18_3	Q18_4	Q18_5	Q19_1	Q19_4	Q19_5	Q19_6	Q19_7	Q19_8	Q19_9	Q19_10	Q19_11	Q19_12	Q19_13	Q19_14	Disability.text	role		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4		4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	5	5	5	3	5	5	4	5	4	5	5	5	4	4	5	5		5		I think the CSE at University of Texas is an excellent place to be a faculty member.	Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	3	4	4	4	4	4	3	3	4	4	4	3	3	3		3		Cisgender Man*	No	No	0	0	0	1	0	0	1	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	5	4	2	4	4	4	4	4	4	4	3	3	4	5	4	1				Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	4	3	4	4	4	4	3	4	4	4	5	4	3		5		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	2	4	3	4	4	4	4	4	4	3	3	5		5	4	3	5		5	"The resources to do work effectively are often available within the university, but often you need to dig them out or the resource is strained... For example, I have a mac and no TA in my mechatronics or heat transfer lab has a mac and it's been a disaster getting everything to cooperate when I can't troubleshoot with these people. Eventually, for heat transfer, I got connected to a university computer technician and they worked through it with me, but in mechatronics, it's still ongoing. Since things have gone online it's much harder to be a personal advocate because I can't just walk into an office and stay there till something's situated.
I have had some professors seem like they care about my success before, but in such a big program you often do feel like a number in the system. The question regarding faculty, if that means like the dean and other higher-ups, I haven't had a personal relationship with any of them. Personally, I believe we could have had some in-person labs offered this semester, my fluids lab last semester was in person and I miss that, I wouldn't be dealing with these technological problems as well if I was in person. I have had personal advisors feel like they really helped me before and want me to succeed, but that was before COVID and I know most people who won't self-advocate by sitting in an office until an issue is resolved never experience that. @Kelly Frazer and Mckinlaye Harkavy, they've both really helped me on a personal level.
I said not applicable to the question about the culture of accepting people with different ideas because it is simply not something discussed. It is true that people have different ideas and I think that's beneficial, but people's beliefs are never discussed in engineering classes because no matter your beliefs there's only one right answer on a Statics/thermo/fluids/etc exam."	Cisgender Man*	No	No	0	0	0	0	0	0	1	TRUE	"On my DNA test it says ""Ashkenazi Jewish 75.9%"""	"Yes, I have a disability"	I have never served	3rd year undergraduate												Attention Deficit/Hyperactivity Disorder												Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	2	3	4	3	4	4	4	4	4	4	3	2	3	4	3	3	3		3	Covid protocol has taken away resources for me to learn effectively such as access to the datum lab. I am upset about an increase in tuition cost and a decrease in available resources. All of my classes are online and I do not have the option to attend in person even though I signed up for hybrid classes two semesters in a row.	Response not listed (you'll have a chance to specify later)	No	No	0	0	0	0	0	0	0	TRUE		"No, I do not have a disability"	I have never served	5th+ year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	3	2	4	4	2	5	3	2	5	2	3	2	3	5	4	3			"Most of the answers where I indicated I disagree are situational. In some ways I feel valued and supported, however administration beyond my office does not seem to understand the impact my work has on student success. So in some ways I feel supported, however in some ways I feel my need for work life balance is not supported. I also feel that staff don't get enough recognition or support to do the work we do. Student services work can be a thankless job, so that becomes difficult in times of stress. All we want it to be seen, heard, and appreciated for the foundation we provide for student success. There are so many variables that impact student success it can be hard to acknowledge them all, however I feel it is administration's job as leaders to become aware and learn from past mistakes. Things could be worse, but they could be much improved as well. Transparency needs to be improved. Although money and faculty drive progress in Cockrell, they are not the only piece to the puzzle. Staff are often an afterthought on this campus and in the Cockrell school and that has not gone unnoticed. Please try to do better."	Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	4	4	4	3	4	4	3	4	3	2	3	4	4		4		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	3	3	5	2	3	3	3	3	2	2	3	2	2	2	3	4		4		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	3	4	3	4	4	4	4	4	4	3	4	4	4	5	4	4				Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"Yes, I have a disability"	I have never served		No													Blind/Low Vision										Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	2	2	4	5	5	5	5	5	5	5	5	5	5	4	5		2	"With online classes, there's been less emphasis on the professional development part of a graduate. More focus can be given towards encouragement on professional development and academic excellence"	Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	2	5	4	3	4	3	3	4	4	4	4	3	3	4		4		Cisgender Man*	No	Yes	0	0	1	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4		4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	4	3	3	3	4	4	4	3	4	3	4	3	4	5	1	4				Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3	3	3	4	4	4	4	4	4	4	4	4	4	5				2		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	5th+ year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	2	2	2	3	5	4	4	5	3	4	4	5	5	5	1	3			4		Response not listed (you'll have a chance to specify later)	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	5	4	4	4	4	5	4	4	4	4	4	4	4	5	5	4		4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I am currently serving or formerly served in the military forces of another government	PhD student																								Graduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	4	4	3	5	5	4	3	4	5	4	5	4	4	5	5	4				Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	3	4	4	4	4	4	4	4	4	5	4	3	3	3		3		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	4	4	3	4	4	4	4	4	4	4	4	4	4		4		Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	3	4	4	5	4	4	4	4	4	4	5	5	3	4	4		5		Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	2	4	4	4	4	4	4	5	3	4	4	4	4	5	3		4		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	5	5	4	5	5	4	4	4	4	4	5	5	5	4	5		5	I strongly agree that the Cockrell School of Engineering accepts diversity and people of different backgrounds to enhance their understanding of the field of engineering. Everyone here is given equal and fair treatment by the staff.	Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	"I am currently serving in U.S. Armed Forces, Military Reserves, or National Guard"	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	3	4	5	5	5	4	3	2	4	4	4	5	4	5		5	"I selected disagree for how Cockrell treats employees because I still believe my female professors lack the support they require, especially in regards to maternity leave, based off several of my female professors experiences."	Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	5th+ year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	4	4	5	4	4	4	3	2	5	5	3	3	3	5	1	4		5	"I feel sometimes like my male peers look down on me, and have had some very misogynistic and sexist things said to me. I transferred into Cockrell this last year and was told Mech-E boys could be a bit stand off-ish to girls, but I didn’t expect to experience full on sexist conversations so soon. It can get tiring hearing that “I probably was able to transfer in because I’m a girl and Cockrell needed to meet a quota” or that I’m “passive aggressive and overly emotional” for literally asking my group mates to do their portion of a project (I told them if they didn’t contribute I would turn it in but notify the professor I did all the work) after trying to communicate with them for a whole week and getting radio silence in our group me. I have to say I am extremely frustrated with some of the sexist conversations that go on, and as I have become friends with some other girl mech-e majors, they have also all shared this issue. I don’t know if there is a solution to this problem, but maybe there could be a quick introductory seminar or something on common misconceptions of gender in engineering (ie. how sometimes guys view girls as not as smart, even though science literally goes against this)."	Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"Yes, I have a disability"	I have never served	2nd year undergraduate																	Chronic Illness/Medical Condition	Mental Health/Psychological Condition						Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	5	5	5	5	4	3	4	5	4	4	5	5	5		5		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	5	4	4	4	3	3	2	3	4	2	2	5	2	4		5	I personally have had no bad experiences but I know people in other minorities group who have felt patronized and excluded by their professors.	Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	2	4	4	2	2	5	4	4	3	2	2	3	2	5	1	5		4		Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4		4		Response not listed (you'll have a chance to specify later)	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	5	5	3	3	5	4	4		5	"Overall, I think the culture of Cockrell School is relatively health for its size; however, I feel like some of my professors are insensitive with comments surrounding race, gender, and sexual orientation. These microaggressions can always be improved upon, but it is something that I, as an Asian male that is well represented in my major, notice as a bystander."	Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	5	5	4	4	4	4	1	2	2	3	4	2	2		1		1	I really like the push for more inclusion and diversity in Cockrell's student organizations. Really excited to see what's to come!	Cisgender Man*	No	Yes	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	3	2	4	4	2		2	4	4	3	4	5	2	4		2	I think that the resources needed to succeed are plentiful in the school of engineering. That is a great aspect of the school. My only concern is the lack of women in ECE (my major). I spoke with a few other women in ECE for one of my classes and we all felt a tiny bit annoyed of how many men there were in our major and how little women we felt were in our major.	Cisgender Woman*	No	Yes	0	0	1	0	0	0	1	FALSE		"Yes, I have a disability"	I have never served	2nd year undergraduate												Attention Deficit/Hyperactivity Disorder						Mental Health/Psychological Condition						Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3	3	3	2	3	4	4	4	4	4	3	4	4	4	4	3		4	"The level of engagement between faculty and students should increase. 
Every new graduate student should be assigned a supervisor and meetings with supervisor should be conducted a week prior to the course selection."	Cisgender Woman*	No	Yes	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	4	4	4	5	5	4	4	4	4	5	5	4	4		4		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"Yes, I have a disability"	I have never served	4th year undergraduate												Attention Deficit/Hyperactivity Disorder				Cognitive or Learning Disability								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	4	3	3	3	3	4	4	4	3	4	5	4	4		4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4		4	4	5	4	4		4	4	4	4	4	4	4			Most of my experience up to this point is limited by virtual schooling. It might be difference in how I interact with others if it was in-person.	Cisgender Woman*	No		0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	4	3	3	3	3	3	3	4	3	3	4	3	4	4	3	4		3		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4		4	3	4	4	3	4	3	4	4	4	4	5	3			4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	3	2	4	3	3	3	3	3	3	3	3	3	3	5	1	3		4	WEP and EOE are the only people who got me.	Cisgender Woman*	No	Yes	1	0	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4		4		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	2	4	4	4	4	4	5	5	5	5	5	4		4		4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	4	2	1	4	4	4	5	4	4	3	4	5	5	1	2	4		5	I feel that diversity is not imperative to the success of the school.	Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	5	5	5	5	5	5	4	4	4	4	4	4	5	5	5	5		5			Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I am currently serving or formerly served in the military forces of another government			Associate	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	4	3	3	3	3	3	4	4	5	4	5	5	4	4	4		4		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	4	5	5	5	5	4	4	4	4	4	5	3	4		4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3	4	3	3	4	5	3	4	2	4	4	4	4	4	3	4		3	"In terms of the resources being availble to succeed, I have found it difficult to talk to TAs and professors ar times in large classes because there are many people at office hours. You wait a while to ask a question and then the TA/professor often moves to the next and it feels rushed. This might be because of zoom and how crowded it gets."	Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	5	4	4	3	4	4	5	4	3	5	5	5	4	5	4			3		Cisgender Woman*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4		4		Cisgender Woman*	No	No	0	0	0	1	0	0	0	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5			5	"I would reword the 16th question. It appears to be implying that one's appearance and skin color is an important factor when it should be one's moral character, someone who leads by great example, and treats everyone with respect. I aspire to be like people who have deep moral character, honorable values, and respects all people. So if one were to say they strongly agree it implies that they think other's physical attributes are important and that people in these positions must meet a certain physical characteristics which I find discriminatory. If one were to say they strongly disagree it implies that there is no diversity within the Cockrell School of Engineering because of discriminatory practices. So yes I believe there are people within the Cockrell School of Engineering with great moral values, lead through example, and respect all people. 
"	Cisgender Man*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	"I am currently serving in U.S. Armed Forces, Military Reserves, or National Guard"	Master's student																								Graduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	2	3	5	3	5	4	4	4	4	5	5	4	5	5	5	5	5				Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3	4	3	3	4	3	4	3	3	4	4	4	4	4	4	4		4		Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	4	4	4	3	4	4	3	4	4	4	4	4	4		5		Cisgender Woman*	No	Yes	1	0	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	3	3	4	4	3	3	3	4	3	4	4	4	4	4		4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I am currently serving or formerly served in the military forces of another government	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3	4	2	2	4	3	4	4	4	4	4	4	4	4	2	4		4		Cisgender Woman*	No	Yes	0	0	1	0	1	0	0	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5		5		Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	3	5	2	4	5	5	5	3	3	3	3	4	4	5	5	2				Cisgender Woman*	No	Yes	0	0	1	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	5	2	2	3	4	4	4	3	4	2	5	5	5	5	5	3		2	"I do not feel like my success is encouraged by someone specifically at the Cockrell School, but rather by the organization as a whole."	Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	4	4	4	4	3	3	4	4	4	4	3	5	4		4		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Faculty (e.g., instructional or research)"	4	5	4	4	5	5	5	5	5	5	4	4	4	4	4	5		5			Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served			Full	Tenured or tenure-track faculty																					Faculty		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	4	4	4	4	4	2	4	4	4	4	3	4	3	4	4	3	4				Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	1	1	1	1	1	1	4	4		5	1	3	3	3	5	2	1				Cisgender Woman*	No	No	0	0	0	0	0	0	0	TRUE	multigenetic mongrel	"No, I do not have a disability"	I have never served		No																							Staff		
"Yes, I consent"	"Staff (e.g., postdocs, technical staff, administrative staff, etc.)"	5	3	5	5	5	3	3	5	4	3	3	4	4	2	5	4	5				Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served		Yes																							Staff		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	3	4	4	4	4	4	4	3	3	5	4	5	4	2	4		4	I am a white male grad student in ECE and there are not many white male professors but I don't think that's a problem	Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	4	4	4	3	3	5	4	5	5	4	5	5	5		5					0	0	0	0	0	0	0	FALSE				1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	4	4	4	3	3	4	3	3	4	3	3	3	4		3		4	Okay	Cisgender Man*	No	Yes	0	1	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	4	4	4	4	4	4	4	4	3	4	4	4	5	4	3		4		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	4	4	4	5	5	4	4	4	4	4	3	4	5	5	5		5		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	4	3	4	3	3	3	3	3	3	3	4	4	4	5	4	3		4	"I'm a white, heterosexual, cisgender woman, so it's easy to find other students/faculty/leaders who look like me within my college. For students of color, specifically black people, I think this is much harder. I've seen little to no black representation within the cockrell school, and that needs to change."	Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3	4	5	4	5	5	5	4	4	4	3	3	4	5	5	5		5		Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	PhD student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	4	4	4	4	4	4	3	1	3	4	4	4	4	4		4		Cisgender Man*	No	Yes	0	0	1	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	2nd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	4	4	4	4	4	4	4	4	4	4	5	4	5	4			4		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	4	3	2	3	3	3	3	3	2	3	4	3	4	2	3	3		2		Cisgender Man*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	4th year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	4	3	1	2	4	4	4	4	3	3	5	4	4	3	3	2		1	"Although students receive support in finishing their courses and study there is no personal element in the faculty and student relationship. Especially with covid, there was no opportunity for informal discussions. Faculty hardly know the students names or what they set out to achieve. The whole experience feels isolated, there was no attempt made or no opportunities for students of the same class to interact outside of class."	Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	Master's student																								Graduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	4	3	3	2	2	1	1	4	2	3	2	4	4	5	5	4	3		3	I don't feel that as a student my professors value me or any of my fellow students. In most cases my professors are vocal on their disinterest in teaching through words or actions.	Cisgender Woman*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	3	4	2	4	4	2	2	4	4	4	2	3	3	4	4	5	4		3		Cisgender Man*	No	No	0	0	0	0	0	0	1	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	4	3	4	4	2	2	4	4	4	2	3	4	4	5	1	4		5	"I don't see a lot of Muslim representation in students or staff, especially not in leadership. I have also had professors who were racist myself and other students."	Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	3rd year undergraduate																								Undergraduate		
"Yes, I consent"	"Student (e.g., enrolled undergraduate or graduate student)"	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	3	5		5		Cisgender Woman*	No	No	0	1	0	0	0	0	0	FALSE		"No, I do not have a disability"	I have never served	1st year undergraduate																								Undergraduate		
