QID1,Position,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Comments,Gender,LGBTQ,UnderRep,Black,Asian,LatinX,MiddleEast,Native,HawaiiPI,White,Other,Ethnicity.text,Disability,Military,Academic_Class,Staff_wStudents,Faculty_rank,Faculty_appoint,Gender.exp,LGBTQ.text,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q19_14,Disability.text,role,Filter?,Sexual Identity
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,3,5,4,2,4,4,5,4,4,4,3,5,4,4,#N/A,3,"Last semester, I was working on my senior design prototype by the loading docks behind the ETC and one of the machine shop managers saw me cutting through a relatively thick piece of wood with a hand saw. (I was doing this because my team was trying to complete the project safely and mostly outdoors during the pandemic). The shop manager laughed at me (because the situation did look pretty silly because none of our electric saws were correctly size for the thickness of the wood), and he offered to help cut the post in the machine shop. Even though he was well intentioned, he assumed that I wasn't machine shop certified (even though every mechanical engineer undergrad has to be shop certified in their first year) and seemed surprised when I said I was a senior mech e. It was one of those situations that are pretty insignificant in the grand scheme of experiences as women in engineering, but it's an example that Cockrell and Walker's culture isn't completely where it should be yet. I'm a pretty resilient person with a strong engineering identity, but a less resilient underrepresented minority might be dissuaded from engineering after an interaction like that.",Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,4,3,2,3,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,4,4,4,4,4,4,4,4,4,3,3,5,2,4,#N/A,4,"I do not see faculty or staff members of the Cockrell school that look like me. In my three years, I have taken one class that is taught by a person of color.",Cisgender Woman*,Yes,Yes,0,0,1,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,4,3,2,4,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,#N/A,5,#N/A,Cisgender Woman*,Yes,Yes,0,0,1,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,4,2,2,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,5,4,5,4,4,3,4,4,5,2,3,5,1,5,#N/A,5,"The engineering education research group supports my success, but most faculty and professors I interact with are indifferent to me.",Nonbinary/Gender Non-Conforming,Yes,No,0,1,0,0,0,1,0,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,Queer,2,2,2,2,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Queer
"Yes, I consent","Faculty (e.g., instructional or research)",4,4,3,3,2,4,5,4,4,4,3,2,3,3,5,3,#N/A,4,#N/A,"I have a dual appointment in two Cockrell departments, and I have had very different experiences in each. Had this survey focused on just one of those departments, my responses would have been more consistently in the ""Strongly Agree"" category; had it focused on just the other department, my responses would have been more consistently in the ""Disagree"" category. I don't feel comfortable identifying either department, partly because that information is be more fine-grained that this survey requests, but I did just want to note that, in my experience, cultures of inclusion and equity vary from department to department. Thank you for offering us the chance to share our experiences!",Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,#N/A,Not applicable to my position,Instructional faculty,#N/A,Gay or queer,4,4,4,4,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Faculty,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,2,3,3,3,2,4,4,4,5,4,3,5,#N/A,4,#N/A,3,Put not applicable on q asking if there are people that look like me working there because I am white and that isnt something we need to work harder at for me,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,3,3,4,4,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",2,2,#N/A,2,3,3,3,3,4,3,4,4,4,5,4,2,3,#N/A,4,#N/A,Cisgender Woman*,Yes,No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Gayy,5,5,5,4,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",2,2,3,2,2,4,4,4,3,1,4,3,4,3,4,4,2,#N/A,2,I think as a result of covid the one on one experience has been limited so I have not been able to form relationships with staff members and don’t feel comfortable asking for letters of recommendations and such.,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,4,2,2,3,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",3,2,2,4,3,2,2,3,2,3,2,2,2,2,4,2,3,#N/A,4,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"Yes, I have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,2,2,2,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Chronic Illness/Medical Condition,Mental Health/Psychological Condition,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,3,3,4,1,3,4,4,4,3,4,4,3,3,5,1,3,#N/A,4,#N/A,Cisgender Woman*,Yes,Yes,0,0,0,1,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,Lesbian,1,1,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Lesbian
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",2,3,3,2,2,3,3,2,3,3,3,4,4,4,4,4,3,#N/A,4,#N/A,Nonbinary/Gender Non-Conforming,"It's complicated, I'd like to expand further",No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Pansexual/questioning,1,1,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Pansexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,3,4,4,5,3,4,4,3,4,4,4,5,2,5,#N/A,4,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,Queer,4,3,1,3,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Queer
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,#N/A,4,3,5,3,2,3,3,5,5,4,5,5,5,5,#N/A,4,I feel like due to the online nature of this academic year it is difficult to form bonds with other students within the program.,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,Master's student,#N/A,#N/A,#N/A,#N/A,Bisexual,3,3,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,2,1,1,3,4,4,4,4,2,1,4,5,5,5,5,1,#N/A,1,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,bisexual,5,5,4,4,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,5,4,3,4,4,4,4,5,4,5,4,5,5,5,4,3,#N/A,4,#N/A,Cisgender Woman*,Yes,No,0,1,0,0,0,1,0,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,bisexual,5,5,5,5,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,3,#N/A,4,"There are still some people who are uneducated about the aspects of inclusion, specifically when it comes to addressing others who do not speak English as well as a native English speaker.",Response not listed (you'll have a chance to specify later),Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,5,5,4,4,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",3,4,5,4,4,5,3,5,4,5,5,3,5,4,4,5,5,#N/A,5,#N/A,Cisgender Man*,Yes,No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,5,5,4,4,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,4,3,5,5,3,4,3,4,3,4,4,5,4,#N/A,#N/A,3,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,2,#N/A,#N/A,#N/A,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,3,4,3,4,4,4,4,4,4,4,5,5,4,5,4,4,#N/A,4,#N/A,Cisgender Man*,Yes,No,0,1,0,0,0,0,0,FALSE,#N/A,"Yes, I have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,Gay,5,5,5,5,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Chronic Illness/Medical Condition,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",2,3,4,4,1,1,1,2,1,1,3,4,2,4,4,3,4,#N/A,4,"I am beginning to feel a hostile environment here at the Cockrell School of Engineering. This is mainly due to the TA's. My TA from Statics in Fall 2019 threatened me when I asked him about my grade. Even my current TA in Dynamics is threatening me. Overall, the TA's in this school have been very disrespectful of me. I'm beginning to wonder if they value their research over teaching.",Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"Yes, I have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,Homosexual (idk might be bi),1,1,2,1,2,#N/A,Attention Deficit/Hyperactivity Disorder,Asperger's/Autism Spectrum,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Questioning
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,5,4,4,2,3,4,4,3,4,3,4,4,4,5,1,5,#N/A,4,"Although I understand that professional has a look in the industry world, it's hard to feel included when I have interests that go against professional looks.",Nonbinary/Gender Non-Conforming,Yes,Yes,0,0,1,0,0,0,0,FALSE,#N/A,"Yes, I have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,2,1,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Chronic Illness/Medical Condition,Mental Health/Psychological Condition,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Undisclosed
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",5,5,3,3,5,4,4,4,4,5,3,4,5,4,5,3,5,#N/A,#N/A,#N/A,Cisgender Woman*,"It's complicated, I'd like to expand further",No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,TRUE,
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",3,4,4,2,4,5,5,4,5,5,5,5,5,5,5,5,5,#N/A,5,"I'm a white, latina woman in Civil. I see the gender gap getting smaller and smaller. However there is an extreme lack of black students in my major and in the Cockrell school overall. I feel like we should create more opportunities to create a space that's welcoming and supportive for black students that would want to attend the Cockrell school and student outreach is imperitive.",Cisgender Woman*,Yes,Yes,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,pansexual,3,3,2,3,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Pansexual
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",3,#N/A,4,4,3,4,4,4,4,4,4,4,3,3,3,#N/A,5,#N/A,#N/A,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,Yes,#N/A,#N/A,#N/A,bisexual,3,3,3,3,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",1,2,2,2,4,2,2,5,5,4,1,4,4,4,5,3,1,#N/A,1,"I feel like Kelly is super narrow-minded. I have had several terrible experiences with her. The advisors are bad. They do not understand the struggles we go through and are not understanding AT ALL. The fact that we have to talk to them before registering, and then experience actual consequences from not talking with them is stupid, especially when they do not offer any actual good advice. I think that we need better access to resources; require teachers to be better at providing additional study material, especially for these classes that get super specific in technical knowledge. When we don't understand, we don't have any additional methods to learn except the textbook, which often doesn't help at all",Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bi-curious,3,3,#N/A,3,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Questioning
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,5,3,3,4,3,4,3,3,4,4,4,4,4,5,4,3,#N/A,3,n/a,Cisgender Man*,Yes,Yes,0,0,1,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,5,4,2,2,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,5,4,2,3,4,4,4,2,4,4,2,5,1,5,#N/A,5,"There are no Latino faculty in the BME department that I know of. 

I am not sure what you mean by accepting people from different backgrounds. If you just look around at the people in any of the engineering buildings, it doesn't seem like it.",Cisgender Woman*,Yes,Yes,0,0,1,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,queer,3,4,3,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Queer
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,3,4,4,#N/A,4,3,4,4,4,4,4,5,2,#N/A,#N/A,3,I think there could be some more diversity within the faculty and staff within the different departments.,Cisgender Woman*,"It's complicated, I'd like to expand further",Yes,0,0,1,0,0,0,1,FALSE,#N/A,"Yes, I have a disability",I have never served,Master's student,#N/A,#N/A,#N/A,#N/A,"I am an ally of the LGBTQ+ community, but I am heterosexual",3,3,3,3,5,#N/A,#N/A,#N/A,#N/A,#N/A,Cognitive or Learning Disability,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,TRUE,
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,2,3,4,4,5,5,3,4,4,2,4,3,5,2,3,#N/A,4,"I don't feel like professors are at all interested in how students are doing professionally or academically other than how well the student is doing within his/her class. I feel like a lot of professors are trying to make it so 1/3 of the class gets A's, B's, and C's, and there isn't much support for the people doing poorly because so many students do exceptionally well. There needs to be more representation of Black and Brown, women, and openly LQBTQ+ professors.",Cisgender Man*,Yes,No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,Gay,4,3,2,4,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,3,2,4,4,4,4,5,3,5,3,2,5,5,2,#N/A,5,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,1,1,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",2,4,5,1,4,4,5,4,4,4,4,5,4,4,5,5,4,#N/A,5,#N/A,Cisgender Man*,"It's complicated, I'd like to expand further",No,0,1,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,Mostly Straight,3,3,2,2,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Questioning
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",3,2,4,5,4,4,5,5,5,3,3,4,5,5,4,5,3,#N/A,5,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,#N/A,4,4,4,5,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,4,4,4,4,4,3,4,3,4,4,4,5,4,3,#N/A,4,"As far as seeing “people who look like me”, I’ll elaborate. I’m white, and I see other white people in staff and faculty positions all the time. However, as a trans and gender-non conforming person, I feel that I have seen less “people who look like me” in that sense.",Transgender,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,"Demisexual, panromantic.",2,3,3,3,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Queer
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,#N/A,5,I am less likely to trust the administration to make the right decisions regarding diversity and inclusion than I am to trust the professors and fellow students.,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,Master's student,#N/A,#N/A,#N/A,#N/A,Bisexual,3,3,3,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,#N/A,5,"While my time in the Cockrell School is only beginning, I've felt very welcomed and have been presented with many useful materials.",Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,"Queer, very gay but not sure about a label",4,4,4,4,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Queer
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",5,1,3,4,2,4,5,5,4,5,1,4,4,4,5,4,4,#N/A,#N/A,"I do not feel that I am well supported or treated fairly by the Cockrell School because of ongoing pay disparities with my coworkers, despite continual additions to my responsibilities. Requests have been made for a salary increase both at the department and college level, but all requests were denied without adequate explanation. Put simply, I am overworked and underpaid.",Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,#N/A,Yes,#N/A,#N/A,#N/A,#N/A,2,2,2,2,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,3,2,3,3,2,2,4,1,3,1,5,1,1,1,2,3,#N/A,3,"The concentration of diversity, equity, and inclusion has suppressed merit-based recognition in favor of race, class, and power dynamics. To be of majority status in cockrell is simultaneously to be denied the dignity of the common struggle and to be blamed for the struggle of those of minority status. It is my belief that the concentration of these values as an engineering school has instilled an incorrect power-dynamic that has forces the community into toxic fixation on immutable factors such as a race. As oppose to embracing the core pursuit which binds all students: engineering, the Cockrell school has chosen to divide and segregate everyone based on race.",Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,1,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,3,4,4,2,2,4,4,4,2,2,3,2,5,3,4,#N/A,4,#N/A,Cisgender Woman*,"It's complicated, I'd like to expand further",No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,4th year undergraduate,#N/A,#N/A,#N/A,#N/A,#N/A,2,4,4,4,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Undisclosed
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,3,4,3,3,3,4,4,4,4,4,4,4,4,3,4,3,#N/A,2,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,1st year undergraduate,#N/A,#N/A,#N/A,#N/A,gay,2,2,2,2,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,1,1,4,2,3,2,2,3,#N/A,1,1,2,1,5,1,4,#N/A,4,The diversity in Cockrell is awful. Since being in Cockrell I have yet to even have a professor of color and the diversity of the student in the classes aren’t much better. I believe more minorities should receive opportunities in the school of engineering  so people like me know that we do belong here and we can make it in this school.,Cisgender Man*,Yes,Yes,1,0,0,0,0,0,0,FALSE,#N/A,"No, I do not have a disability",I have never served,2nd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,5,5,3,3,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",4,4,4,4,4,4,3,3,2,4,2,2,3,2,5,4,5,#N/A,5,#N/A,Cisgender Woman*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"Yes, I have a disability",I have never served,PhD student,#N/A,#N/A,#N/A,#N/A,pansexual,2,5,4,3,5,#N/A,Attention Deficit/Hyperactivity Disorder,#N/A,#N/A,#N/A,#N/A,#N/A,Mental Health/Psychological Condition,#N/A,#N/A,#N/A,#N/A,#N/A,Graduate,FALSE,Pansexual
"Yes, I consent","Staff (e.g., postdocs, technical staff, administrative staff, etc.)",4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,#N/A,#N/A,#N/A,Cisgender Man*,Yes,Yes,0,0,0,0,1,0,0,FALSE,#N/A,"No, I do not have a disability","I am no longer serving in U.S. Armed Forces, Military Reserves or National Guard",#N/A,No,#N/A,#N/A,#N/A,Gay,3,5,5,5,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Staff,FALSE,Gay
"Yes, I consent","Student (e.g., enrolled undergraduate or graduate student)",5,5,5,4,4,4,5,5,4,5,5,5,5,5,5,5,5,#N/A,4,#N/A,Cisgender Man*,Yes,No,0,0,0,0,0,0,1,FALSE,#N/A,"No, I do not have a disability",I have never served,3rd year undergraduate,#N/A,#N/A,#N/A,#N/A,Bisexual,3,3,3,3,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Undergraduate,FALSE,Bisexual
